Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Inventory Turnover,,,,,,,,,,,,HDFCLIFE
Short Term Liquidity,,,,,,,,,,,,HDFCLIFE
Current Ratio,1.401291,1.086794,1.042245,0.868329,0.840498,0.937343,0.935053,0.921501,0.991088,0.90662,0.914381,HDFCLIFE
Quick Ratio,0.800322,0.493583,0.58153,0.342583,0.370507,0.427933,0.26724,0.385421,0.391574,0.289208,0.176269,HDFCLIFE
Cash from Ops. to Curr. Liab.,3.724478,2.183573,2.226757,1.629713,1.445677,1.915973,1.468222,1.485013,0.855317,0.842365,1.212519,HDFCLIFE
Avg. Days Sales Out.,1.95348,1.90968,2.192706,2.112255,1.977935,1.691775,1.676646,2.285995,3.113815,3.478815,,HDFCLIFE
Avg. Days Inventory Out.,,,,,,,,,,,,HDFCLIFE
Avg. Days Payable Out.,31.671415,21.90584,47.626116,37.39425,45.548715,39.843765,59.837706,25.846745,33.10623,34.56477,,HDFCLIFE
Avg. Cash Conversion Cycle,,,,,,,,,,,,HDFCLIFE
Long Term Solvency,,,,,,,,,,,,HDFCLIFE
Total Debt/Equity,,,,,,,,0.069446,0.038428,0.073115,0.064774,HDFCLIFE
Total Debt/Capital,,,,,,,,0.064936,0.037006,0.068133,0.060833,HDFCLIFE
LT Debt/Equity,,,,,,,,0.069446,0.038428,0.073115,0.064774,HDFCLIFE
LT Debt/Capital,,,,,,,,0.064936,0.037006,0.068133,0.060833,HDFCLIFE
Total Liabilities/Total Assets,0.958806,0.963333,0.959455,0.959763,0.95714,0.956602,0.948521,0.951908,0.932332,0.947581,0.951546,HDFCLIFE
EBIT / Interest Exp.,73.194545,,122.451294,118.129781,121.872518,109.865113,86.749098,36.831097,38.162763,24.174729,,HDFCLIFE
EBITDA / Interest Exp.,75.24909,,126.254007,122.683102,126.02791,113.129205,89.474816,37.944566,39.471679,24.881878,,HDFCLIFE
(EBITDA-CAPEX) / Interest Exp.,71.553636,,122.030826,117.394082,122.879247,109.892168,87.213353,36.597906,38.056484,23.47381,,HDFCLIFE
Total Debt/EBITDA,,,,,,,,0.347879,0.379829,0.613894,0.930214,HDFCLIFE
Net Debt/EBITDA,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,HDFCLIFE
Total Debt/(EBITDA-CAPEX),,,,,,,,0.360679,0.393953,0.650719,1.073058,HDFCLIFE
Net Debt/(EBITDA-CAPEX),NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,HDFCLIFE
Growth Over Prior Year,,,,,,,,,,,,HDFCLIFE
Total Revenue,0.21813,0.588441,-0.332731,0.690433,0.053285,0.189135,-0.248488,1.486189,-0.059995,0.0465,0.440793,HDFCLIFE
Gross Profit,0.162173,0.162281,0.185624,0.219538,0.277734,0.192088,0.076676,0.08495,0.176754,0.331997,-0.185556,HDFCLIFE
EBITDA,0.527731,0.151074,0.074654,0.085243,0.220263,0.163204,-0.032169,0.129847,-0.084117,-0.02036,-0.34005,HDFCLIFE
EBITA,0.55727,0.147527,0.074854,0.077416,0.225513,0.168159,-0.033774,0.131151,-0.087718,-0.015556,-0.349997,HDFCLIFE
EBIT,0.55727,0.147527,0.074854,0.077416,0.225513,0.168159,-0.033774,0.131151,-0.087718,-0.015556,-0.349997,HDFCLIFE
Earnings from Cont. Ops.,0.621782,0.082998,0.039821,0.085855,0.248374,0.154192,0.015274,0.048886,-0.02494,0.031157,0.15041,HDFCLIFE
Net Income,0.621782,0.082998,0.039821,0.085855,0.248374,0.154192,0.015274,0.048886,-0.02494,0.031157,0.15041,HDFCLIFE
Normalized Net Income,0.580724,0.163422,0.066077,0.077091,0.225834,0.167103,-0.036139,0.113272,-0.08683,-0.030884,-0.321956,HDFCLIFE
Diluted EPS before Extra,0.623151,0.0809,0.040712,0.080684,0.242081,0.153005,0.014218,0.048286,-0.037148,-0.010803,0.140405,HDFCLIFE
Net PP&E,-0.010586,0.208849,0.005784,-0.024165,-0.067765,0.003133,0.017595,0.012958,0.041715,0.040385,0.295734,HDFCLIFE
Inventory,,,,,,,,,,,,HDFCLIFE
Accounts Receivable,0.188101,0.217572,0.325075,0.012708,0.241709,-0.098323,0.357673,0.796084,0.602369,0.238575,,HDFCLIFE
Total Assets,0.227969,0.319914,0.1044,0.242371,0.161796,0.176838,0.016946,0.358718,0.284319,0.074273,0.221142,HDFCLIFE
Common Equity,-0.008131,0.174859,0.221231,0.232907,0.237551,0.191614,0.20629,0.269321,0.807142,-0.167818,0.128776,HDFCLIFE
Tangible Book Value,-0.013049,0.173248,0.227188,0.230628,0.237796,0.195612,0.209371,0.269691,0.156254,0.301193,0.133835,HDFCLIFE
Cash from Ops.,-0.021528,-0.177506,0.275358,0.095437,0.081704,0.464295,-0.251375,0.313384,-0.387547,0.158286,0.557619,HDFCLIFE
Capital Expenditures,-0.385674,1.657564,-0.682959,0.398694,-0.292832,0.3322,-0.1451,0.586497,-0.074743,0.546239,0.552419,HDFCLIFE
Levered Free Cash Flow,,NM,-0.187224,0.59863,0.022998,-0.504042,-0.389874,2.929672,-0.5329,0.853467,-0.400348,HDFCLIFE
Unlevered Free Cash Flow,,NM,-0.182382,0.595777,0.023681,-0.500195,-0.382223,2.898415,-0.525922,0.844081,-0.41619,HDFCLIFE
Dividend per Share,,0.4,0.285714,0.222222,0.236363,0.198529,,,-0.158416,0.117647,0.052631,HDFCLIFE
Compound Annual Growth Rate Over Two Years,,,,,,,,,,,,HDFCLIFE
Total Revenue,,0.391017,0.029523,0.062061,0.334357,0.119151,-0.054669,0.366895,0.528736,-0.008175,0.227921,HDFCLIFE
Gross Profit,,0.162227,0.173895,0.202462,0.248298,0.234169,0.132914,0.080805,0.12992,0.251972,0.041556,HDFCLIFE
EBITDA,,0.326096,0.112208,0.079936,0.150775,0.191392,0.061031,0.045706,0.017255,-0.052775,-0.195939,HDFCLIFE
EBITA,,0.336791,0.110597,0.076135,0.149081,0.196493,0.062406,0.045442,0.015839,-0.052324,-0.200068,HDFCLIFE
EBIT,,0.336791,0.110597,0.076135,0.149081,0.196493,0.062406,0.045442,0.015839,-0.052324,-0.200068,HDFCLIFE
Earnings from Cont. Ops.,,0.325288,0.06119,0.062589,0.164283,0.20036,0.082507,0.031943,0.0113,0.002717,0.089153,HDFCLIFE
Net Income,,0.325288,0.06119,0.062589,0.164283,0.20036,0.082507,0.031943,0.0113,0.002717,0.089153,HDFCLIFE
Normalized Net Income,,0.356115,0.113686,0.07157,0.149059,0.196108,0.060625,0.035876,0.00827,-0.059273,-0.189381,HDFCLIFE
Diluted EPS before Extra,,0.324562,0.060616,0.06051,0.158576,0.196715,0.081387,0.031112,0.004662,-0.024064,0.062114,HDFCLIFE
Net PP&E,,0.093642,0.102652,-0.009304,-0.046214,-0.032965,0.010339,0.015274,0.027236,0.04105,0.161062,HDFCLIFE
Inventory,,,,,,,,,,,,HDFCLIFE
Accounts Receivable,,0.202747,0.270187,0.158411,0.121378,0.058121,0.106428,0.561568,0.696464,0.408778,,HDFCLIFE
Total Assets,,0.273112,0.207358,0.171356,0.201408,0.169293,0.093975,0.175476,0.320995,0.174611,0.145356,HDFCLIFE
Common Equity,,0.079494,0.197821,0.227055,0.235227,0.214365,0.19893,0.237405,0.514544,0.226325,-0.030801,HDFCLIFE
Tangible Book Value,,0.076076,0.199915,0.228907,0.234207,0.216522,0.202472,0.239164,0.211646,0.226585,0.214635,HDFCLIFE
Cash from Ops.,,-0.102901,0.024195,0.181979,0.088549,0.258544,0.047,-0.008419,-0.103124,-0.157743,0.343194,HDFCLIFE
Capital Expenditures,,0.277737,-0.08209,-0.334084,-0.005459,-0.029387,0.067192,0.164602,0.211577,0.196106,0.549326,HDFCLIFE
Levered Free Cash Flow,,,NM,0.139881,0.278826,-0.287705,-0.449912,0.548417,0.354826,-0.06954,0.054247,HDFCLIFE
Unlevered Free Cash Flow,,,NM,0.142251,0.278111,-0.284709,-0.444331,0.551886,0.359468,-0.064993,0.03759,HDFCLIFE
Dividend per Share,,,0.341641,0.253566,0.229273,0.217299,,0.113222,,-0.030158,0.084652,HDFCLIFE
Compound Annual Growth Rate Over Three Years,,,,,,,,,,,,HDFCLIFE
Total Revenue,0.156736,,0.088902,0.214573,0.059128,0.284079,-0.019973,0.30487,0.206518,0.347312,0.123287,HDFCLIFE
Gross Profit,0.167594,,0.169974,0.188916,0.227047,0.229273,0.179265,0.116695,0.111886,0.193621,0.084802,HDFCLIFE
EBITDA,NM,,0.236345,0.103146,0.12482,0.154903,0.111655,0.083491,0.000506,0.004559,-0.160271,HDFCLIFE
EBITA,NM,,0.24306,0.099424,0.123786,0.155406,0.114208,0.084844,-0.000975,0.005264,-0.164246,HDFCLIFE
EBIT,NM,,0.24306,0.099424,0.123786,0.155406,0.114208,0.084844,-0.000975,0.005264,-0.164246,HDFCLIFE
Earnings from Cont. Ops.,NM,,0.222343,0.069349,0.121222,0.160909,0.135191,0.071182,0.012623,0.017876,0.049711,HDFCLIFE
Net Income,NM,,0.222343,0.069349,0.121222,0.160909,0.135191,0.071182,0.012623,0.017876,0.049711,HDFCLIFE
Normalized Net Income,NM,,0.251586,0.101352,0.120704,0.155043,0.11306,0.077892,-0.006756,-0.004954,-0.156545,HDFCLIFE
Diluted EPS before Extra,NM,,0.222245,0.067264,0.117875,0.156716,0.132498,0.070239,0.007837,-0.00052,0.027939,HDFCLIFE
Net PP&E,0.048398,,0.063535,0.058647,-0.029187,-0.030041,-0.016397,0.011211,0.024012,0.031601,0.119833,HDFCLIFE
Inventory,,,,,,,,,,,,HDFCLIFE
Accounts Receivable,-0.185735,,0.242214,0.177805,0.185537,0.042762,0.149799,0.300342,0.575052,0.52758,,HDFCLIFE
Total Assets,0.210191,,0.21419,0.218918,0.168161,0.193162,0.11613,0.17593,0.210692,0.233027,0.189921,HDFCLIFE
Common Equity,-0.007958,,0.124811,0.209404,0.230544,0.220515,0.211668,0.221949,0.403908,0.240493,0.192906,HDFCLIFE
Tangible Book Value,-0.010367,,0.124257,0.210067,0.231863,0.221206,0.214134,0.224474,0.210887,0.240788,0.194855,HDFCLIFE
Cash from Ops.,0.09493,,0.008721,0.047412,0.147562,0.201641,0.058442,0.129176,-0.155545,-0.023302,0.033832,HDFCLIFE
Capital Expenditures,-0.401909,,-0.197091,0.056268,-0.320608,0.096323,-0.069601,0.217984,0.07863,0.314194,0.304716,HDFCLIFE
Levered Free Cash Flow,NM,,,NM,0.099507,-0.067413,-0.323533,0.059433,0.038474,0.50401,-0.196292,HDFCLIFE
Unlevered Free Cash Flow,NM,,,NM,0.101275,-0.065356,-0.318814,0.063752,0.045177,0.504895,-0.20084,HDFCLIFE
Dividend per Share,,,,0.300591,0.247806,0.218938,,0.140961,0.014115,,-0.003311,HDFCLIFE
Compound Annual Growth Rate Over Five Years,,,,,,,,,,,,HDFCLIFE
Total Revenue,0.347384,0.16443,0.104066,,0.181142,0.175465,0.012051,0.316586,0.170781,0.169269,0.215034,HDFCLIFE
Gross Profit,0.120261,0.161625,0.17011,,0.200696,0.206815,0.18849,0.167584,0.159274,0.168957,0.083201,HDFCLIFE
EBITDA,NM,NM,NM,,0.201379,0.137632,0.098857,0.109919,0.072887,0.026778,-0.083257,HDFCLIFE
EBITA,NM,NM,NM,,0.20458,0.137269,0.09882,0.110096,0.073766,0.027743,-0.085956,HDFCLIFE
EBIT,NM,NM,NM,,0.20458,0.137269,0.09882,0.110096,0.073766,0.027743,-0.085956,HDFCLIFE
Earnings from Cont. Ops.,NM,NM,NM,,0.198779,0.119944,0.105573,0.107494,0.08391,0.043252,0.042568,HDFCLIFE
Net Income,NM,NM,NM,,0.198779,0.119944,0.105573,0.107494,0.08391,0.043252,0.042568,HDFCLIFE
Normalized Net Income,NM,NM,NM,,0.209521,0.138319,0.096275,0.105814,0.069897,0.020777,-0.084285,HDFCLIFE
Diluted EPS before Extra,NM,NM,NM,,0.196368,0.117273,0.103134,0.104736,0.07952,0.031471,0.029207,HDFCLIFE
Net PP&E,0.137174,0.263732,0.069772,,0.018196,0.021004,-0.013566,-0.012163,0.000829,0.023043,0.076776,HDFCLIFE
Inventory,,,,,,,,,,,,HDFCLIFE
Accounts Receivable,-0.199386,-0.103024,-0.027238,,0.192391,0.128387,0.153236,0.225563,0.343356,0.342677,,HDFCLIFE
Total Assets,0.330039,0.248219,0.209057,,0.209061,0.19882,0.137901,0.186056,0.193959,0.175402,0.184122,HDFCLIFE
Common Equity,0.032504,0.044746,0.069731,,0.167741,0.211386,0.2178,0.227243,0.324778,0.223697,0.21051,HDFCLIFE
Tangible Book Value,0.030679,0.043424,0.068919,,0.16701,0.212645,0.220022,0.228358,0.213138,0.225318,0.212385,HDFCLIFE
Cash from Ops.,0.129807,0.021298,0.066068,,0.039925,0.127244,0.106227,0.112746,-0.009411,0.004234,0.01672,HDFCLIFE
Capital Expenditures,-0.069205,0.377579,-0.290127,,-0.125321,0.021135,-0.186103,0.12314,0.034051,0.209185,0.246754,HDFCLIFE
Levered Free Cash Flow,NM,0.373391,NM,,,NM,-0.166527,0.14227,-0.106897,0.005827,0.044755,HDFCLIFE
Unlevered Free Cash Flow,NM,0.371021,NM,,,NM,-0.162347,0.144805,-0.101936,0.010253,0.042136,HDFCLIFE
Dividend per Share,,,,,,0.266612,,0.175498,0.090966,0.06916,0.041762,HDFCLIFE
,,,,,,,,,,,,HDFCLIFE
Return on Assets %,0.155462,0.179999,0.21128,0.181173,0.182171,0.153395,0.106269,0.099048,0.076196,0.092912,0.114646,HEROMOTOCO
Return on Capital %,0.289043,0.304482,0.315326,0.25857,0.259791,0.213116,0.142117,0.136024,0.106054,0.126979,0.160393,HEROMOTOCO
Return on Equity %,0.395552,0.388056,0.402956,0.368033,0.331632,0.274006,0.263424,0.195044,0.147621,0.170854,0.216214,HEROMOTOCO
Return on Common Equity %,0.39565,0.388846,0.408736,0.374343,0.333863,0.274518,0.264333,0.195673,0.148218,0.172908,0.218011,HEROMOTOCO
Margin Analysis,,,,,,,,,,,,HEROMOTOCO
Gross Margin %,0.259494,0.27903,0.317916,0.327594,0.321641,0.305721,0.317311,0.293308,0.287091,0.294501,0.324943,HEROMOTOCO
SG&A Margin %,0.088413,0.069219,0.075157,0.079694,0.077559,0.079529,0.090686,0.083735,0.094224,0.093202,0.065404,HEROMOTOCO
EBITDA Margin %,0.13803,0.125807,0.153517,0.158727,0.163243,0.145859,0.133444,0.129558,0.114499,0.118335,0.141567,HEROMOTOCO
EBITA Margin %,0.129416,0.115944,0.139901,0.142939,0.146906,0.129738,0.111008,0.109522,0.094065,0.101007,0.121525,HEROMOTOCO
EBIT Margin %,0.097246,0.108639,0.139878,0.142899,0.146861,0.129688,0.110951,0.109468,0.094008,0.100957,0.121525,HEROMOTOCO
Earnings from Cont. Ops Margin %,0.083175,0.085832,0.109367,0.123951,0.114675,0.102039,0.125091,0.094836,0.078813,0.081968,0.099028,HEROMOTOCO
Net Income Margin %,0.083189,0.08587,0.110411,0.125278,0.11462,0.101383,0.124362,0.094245,0.078402,0.082262,0.099099,HEROMOTOCO
Net Income Avail. for Common Margin %,0.083189,0.08587,0.110411,0.125278,0.11462,0.101383,0.124362,0.094245,0.078402,0.082262,0.099099,HEROMOTOCO
Normalized Net Income Margin %,0.063683,0.071624,0.092828,0.095571,0.096418,0.087479,0.075845,0.068012,0.057428,0.065479,0.086905,HEROMOTOCO
Levered Free Cash Flow Margin %,0.054153,0.011295,0.108703,0.074527,0.082251,0.013373,0.096977,0.100421,0.042833,0.051804,0.102091,HEROMOTOCO
Unlevered Free Cash Flow Margin %,0.054446,0.01156,0.108964,0.075038,0.082766,0.013943,0.097357,0.100972,0.043455,0.053394,0.103354,HEROMOTOCO
Asset Turnover,,,,,,,,,,,,HEROMOTOCO
Total Asset Turnover,2.557827,2.650955,2.416724,2.028546,1.984691,1.892467,1.532486,1.4477,1.296834,1.472489,1.509437,HEROMOTOCO
Fixed Asset Turnover,10.741897,9.306391,7.964656,6.457315,6.562589,6.668947,5.006232,4.834359,4.79741,5.797338,6.527377,HEROMOTOCO
Accounts Receivable Turnover,31.881671,24.025501,21.445591,20.192129,21.793501,16.284836,13.743872,16.352015,12.240888,11.824009,12.909454,HEROMOTOCO
Inventory Turnover,28.655724,25.937097,23.91323,26.163732,26.34946,21.322758,15.7761,14.245781,12.918097,14.927341,14.525816,HEROMOTOCO
Short Term Liquidity,,,,,,,,,,,,HEROMOTOCO
Current Ratio,1.2565,1.349575,1.764887,1.812562,2.008816,1.908112,2.02128,1.748086,1.916079,1.569254,1.463522,HEROMOTOCO
Quick Ratio,0.472138,0.566751,1.402649,1.515106,1.72087,1.542375,1.615121,1.407794,1.59378,1.219398,1.08277,HEROMOTOCO
Cash from Ops. to Curr. Liab.,0.669817,0.548264,1.042236,0.959417,0.896426,0.234118,1.289562,0.631936,0.381268,0.434725,0.698469,HEROMOTOCO
Avg. Days Sales Out.,11.448225,15.19203,17.066214,18.07626,16.748025,22.41319,26.629794,22.32121,29.817945,30.869145,28.351092,HEROMOTOCO
Avg. Days Inventory Out.,12.737405,14.07221,15.305022,13.9503,13.852115,17.11777,23.199642,25.62154,28.25465,24.451715,25.196172,HEROMOTOCO
Avg. Days Payable Out.,40.53398,45.557475,51.063954,56.521345,54.419675,52.08842,60.064992,68.414505,84.495675,68.13601,74.487222,HEROMOTOCO
Avg. Cash Conversion Cycle,-16.3,-16.3,-18.7,-24.5,-23.8,-12.6,-10.2,-20.5,-26.4,-12.8,-20.9,HEROMOTOCO
Long Term Solvency,,,,,,,,,,,,HEROMOTOCO
Total Debt/Equity,,0.015247,0.026124,0.025099,0.018889,0.023533,0.031157,0.037534,0.037835,0.033821,0.034001,HEROMOTOCO
Total Debt/Capital,,0.015018,0.025458,0.024485,0.018538,0.022992,0.030216,0.036176,0.036456,0.032714,0.032883,HEROMOTOCO
LT Debt/Equity,,0.001829,0.016423,0.020023,0.012402,0.009431,0.017298,0.016555,0.015735,0.014287,0.011165,HEROMOTOCO
LT Debt/Capital,,0.001802,0.016004,0.019533,0.012172,0.009214,0.016775,0.015956,0.015161,0.01382,0.010798,HEROMOTOCO
Total Liabilities/Total Assets,0.444405,0.384426,0.310726,0.321911,0.306497,0.284681,0.260606,0.326309,0.288441,0.298381,0.318062,HEROMOTOCO
EBIT / Interest Exp.,207.949238,255.703418,NM,174.718376,178.00112,142.347011,182.551181,124.186881,94.42828,39.702509,60.131858,HEROMOTOCO
EBITDA / Interest Exp.,295.159898,296.110256,NM,194.070512,197.857729,160.095638,222.630483,148.615976,116.174371,46.956827,70.048841,HEROMOTOCO
(EBITDA-CAPEX) / Interest Exp.,215.509306,190.731623,230.010951,141.159829,167.082524,128.44588,150.200787,127.325393,96.811352,40.00023,59.732093,HEROMOTOCO
Total Debt/EBITDA,,0.028864,0.053153,0.057387,0.043009,0.062866,0.114504,0.143998,0.177061,0.139148,0.113355,HEROMOTOCO
Net Debt/EBITDA,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,HEROMOTOCO
Total Debt/(EBITDA-CAPEX),,0.044811,0.085051,0.078897,0.050931,0.078356,0.16972,0.168077,0.212475,0.163348,0.132933,HEROMOTOCO
Net Debt/(EBITDA-CAPEX),NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,HEROMOTOCO
Altman Z Score,9.2636,12.44099,12.117045,11.720056,12.271635,11.082014,9.111226,7.550613,8.01378,7.47752,,HEROMOTOCO
Growth Over Prior Year,,,,,,,,,,,,HEROMOTOCO
Total Revenue,0.064716,0.089516,0.033375,0.005387,0.134494,0.046596,-0.138851,0.05829,-0.045477,0.155901,0.106276,HEROMOTOCO
Gross Profit,0.102635,0.171542,0.177386,0.035994,0.113878,-0.005207,-0.106205,-0.021764,-0.065708,0.185733,0.220633,HEROMOTOCO
EBITDA,0.078354,-0.006966,0.260987,0.039501,0.166777,-0.064861,-0.21215,0.027473,-0.156422,0.194626,0.323461,HEROMOTOCO
EBITA,0.081789,-0.023904,0.246903,0.02722,0.165975,-0.075712,-0.26317,0.044123,-0.180191,0.2412,0.331,HEROMOTOCO
EBIT,0.136119,0.217159,0.330517,0.027096,0.165947,-0.07578,-0.263272,0.044149,-0.180281,0.241346,0.331648,HEROMOTOCO
Earnings from Cont. Ops.,-0.007483,0.124315,0.316724,0.13945,0.049592,-0.068729,0.055695,-0.197672,-0.206741,0.202163,0.336533,HEROMOTOCO
Net Income,-0.007318,0.124623,0.328701,0.140767,0.037979,-0.074269,0.056334,-0.198004,-0.205937,0.21282,0.332698,HEROMOTOCO
Normalized Net Income,0.145783,0.22538,0.339294,0.035093,0.144549,-0.050437,-0.253368,-0.051011,-0.194024,0.317958,0.468269,HEROMOTOCO
Diluted EPS before Extra,-0.007318,0.124623,0.32866,0.140777,0.037885,-0.074347,0.056308,-0.198243,-0.206177,0.211851,0.33134,HEROMOTOCO
Accounts Receivable,0.38433,0.490169,-0.065425,0.210347,-0.080413,0.923733,-0.449236,0.504507,0.122623,0.2626,-0.184224,HEROMOTOCO
Inventory,0.051495,0.28652,-0.115395,-0.070093,0.358604,0.29797,0.026241,0.395338,-0.177089,0.192867,-0.000279,HEROMOTOCO
Net PP&E,0.408557,0.150382,0.257073,0.226555,0.026401,0.033318,0.257336,-0.032469,-0.043971,-0.042944,0.009183,HEROMOTOCO
Total Assets,0.049776,0.052637,0.210379,0.187362,0.13615,0.063668,0.063212,0.173935,-0.026745,0.064001,0.093479,HEROMOTOCO
Tangible Book Value,0.377761,0.144475,0.388168,0.195815,0.164536,0.094908,0.100144,0.056044,0.021433,0.042764,0.062821,HEROMOTOCO
Common Equity,0.123126,0.163154,0.350781,0.16769,0.16053,0.095974,0.098005,0.070118,0.027907,0.051046,0.062642,HEROMOTOCO
Cash from Ops.,0.567378,-0.262405,0.703204,0.076515,0.0025,-0.743039,4.345626,-0.255101,-0.488207,0.242496,0.883462,HEROMOTOCO
Capital Expenditures,0.549387,0.309579,0.328907,-0.244341,-0.334341,0.188555,0.314671,-0.548828,-0.019552,0.06072,0.303913,HEROMOTOCO
Levered Free Cash Flow,-0.23152,-0.772753,8.945048,-0.310709,0.252073,-0.829826,5.24443,0.095872,-0.592861,0.398006,1.180135,HEROMOTOCO
Unlevered Free Cash Flow,-0.230588,-0.768659,8.739922,-0.307642,0.25134,-0.823686,5.012878,0.097585,-0.589201,0.420263,1.141413,HEROMOTOCO
Dividend per Share,0.083333,-0.076924,0.2,0.180555,0.117647,-0.084211,0.034482,0,0.055555,0.052631,0.15,HEROMOTOCO
Compound Annual Growth Rate Over Two Years,,,,,,,,,,,,HEROMOTOCO
Total Revenue,0.036419,0.077045,0.061074,0.019285,0.067992,0.089659,-0.050644,-0.045356,0.005069,0.050398,0.130817,HEROMOTOCO
Gross Profit,0.050358,0.136567,0.174461,0.10443,0.07423,0.052653,-0.057057,-0.064937,-0.043988,0.052531,0.203057,HEROMOTOCO
EBITDA,-0.0249,0.034815,0.119019,0.144901,0.101302,0.044557,-0.141659,-0.100281,-0.069004,0.003873,0.257395,HEROMOTOCO
EBITA,0.127761,0.027585,0.103221,0.131744,0.094401,0.038122,-0.174746,-0.122879,-0.074807,0.008735,0.285316,HEROMOTOCO
EBIT,-0.022402,0.175941,0.272577,0.169004,0.094322,0.038071,-0.174834,-0.122929,-0.074846,0.00874,0.285705,HEROMOTOCO
Earnings from Cont. Ops.,-0.059778,0.056363,0.216723,0.224884,0.093599,-0.011337,-0.008467,-0.079666,-0.202219,-0.023461,0.267569,HEROMOTOCO
Net Income,-0.0597,0.056595,0.222411,0.231154,0.088161,-0.01975,-0.011121,-0.079579,-0.20198,-0.018645,0.271347,HEROMOTOCO
Normalized Net Income,-0.004233,0.184913,0.281071,0.17741,0.088447,0.042508,-0.157994,-0.158248,-0.125436,0.030652,0.391085,HEROMOTOCO
Diluted EPS before Extra,-0.0597,0.056595,0.222392,0.23114,0.088116,-0.019836,-0.011175,-0.079727,-0.202219,-0.019186,0.270192,HEROMOTOCO
Accounts Receivable,0.83865,0.436275,0.180117,0.063561,0.054998,0.330053,0.029332,-0.089709,0.299614,0.190557,0.014889,HEROMOTOCO
Inventory,-0.004465,0.163086,0.0668,-0.093027,0.124,0.327941,0.154136,0.196643,0.071559,-0.009231,0.092032,HEROMOTOCO
Net PP&E,0.242743,0.272941,0.202545,0.241721,0.122024,0.029854,0.139837,0.102956,-0.038237,-0.043457,-0.017226,HEROMOTOCO
Total Assets,0.011695,0.051205,0.128756,0.198816,0.161474,0.099312,0.063441,0.117203,0.068896,0.017617,0.078639,HEROMOTOCO
Tangible Book Value,0.531692,0.255713,0.260446,0.288407,0.180072,0.129186,0.097524,0.077869,0.038594,0.032043,0.052745,HEROMOTOCO
Common Equity,0.144854,0.142965,0.253462,0.255904,0.164105,0.12779,0.096989,0.083972,0.0488,0.039412,0.056829,HEROMOTOCO
Cash from Ops.,0.12055,0.075217,0.120837,0.354078,0.038849,-0.492453,0.172016,0.995483,-0.382559,-0.202566,0.52977,HEROMOTOCO
Capital Expenditures,0.290802,0.424446,0.319208,0.002098,-0.290767,-0.110521,0.250024,-0.229842,-0.334905,0.019795,0.176048,HEROMOTOCO
Levered Free Cash Flow,0.213197,-0.582106,0.503325,1.618213,-0.070998,-0.538404,0.030846,1.615932,-0.332039,-0.245558,0.745807,HEROMOTOCO
Unlevered Free Cash Flow,0.207852,-0.578104,0.501081,1.596829,-0.069206,-0.530288,0.02964,1.568978,-0.328518,-0.236165,0.743953,HEROMOTOCO
Dividend per Share,0.20185,0,0.052469,0.190238,0.148671,0.011696,-0.026672,0.017095,0.027402,0.054093,0.100239,HEROMOTOCO
Compound Annual Growth Rate Over Three Years,,,,,,,,,,,,HEROMOTOCO
Total Revenue,0.092982,0.053824,0.062287,0.042177,0.056326,0.060812,0.007442,-0.015639,-0.045396,0.053022,0.068703,HEROMOTOCO
Gross Profit,0.12443,0.089291,0.150014,0.126362,0.10757,0.047071,-0.003212,-0.045437,-0.065194,0.02716,0.105821,HEROMOTOCO
EBITDA,0.097125,-0.018958,0.105297,0.09186,0.152147,0.042869,-0.04917,-0.088625,-0.119397,0.011679,0.100752,HEROMOTOCO
EBITA,0.134614,0.074754,0.096031,0.077283,0.143041,0.034475,-0.073977,-0.10743,-0.142414,0.020396,0.106397,HEROMOTOCO
EBIT,0.031519,0.051694,0.225361,0.18484,0.167984,0.0344,-0.074051,-0.107486,-0.142478,0.020408,0.10658,HEROMOTOCO
Earnings from Cont. Ops.,0.029289,-0.002032,0.13686,0.1904,0.163421,0.036567,0.010521,-0.076035,-0.124139,-0.085374,0.084225,HEROMOTOCO
Net Income,0.029346,-0.001886,0.140464,0.194567,0.163066,0.031075,0.004982,-0.077812,-0.123787,-0.082496,0.086746,HEROMOTOCO
Normalized Net Income,0.039484,0.067076,0.234288,0.193188,0.166353,0.040031,-0.067272,-0.123745,-0.170347,0.002678,0.159693,HEROMOTOCO
Diluted EPS before Extra,0.029346,-0.001886,0.140452,0.194558,0.163022,0.031018,0.004915,-0.077937,-0.12397,-0.082924,0.085978,HEROMOTOCO
Accounts Receivable,0.91742,0.714265,0.2446,0.190109,0.013225,0.28889,-0.008633,0.168158,-0.023816,0.287157,0.0496,HEROMOTOCO
Inventory,0.084494,0.084367,0.061674,0.019065,0.037753,0.179232,0.218622,0.229508,0.056235,0.110559,-0.006256,HEROMOTOCO
Net PP&E,0.182957,0.211161,0.26763,0.210496,0.165346,0.09164,0.100697,0.079237,0.051629,-0.039808,-0.026223,HEROMOTOCO
Total Assets,-0.019156,0.025162,0.10179,0.147963,0.177552,0.127912,0.087145,0.099065,0.066998,0.067262,0.042301,HEROMOTOCO
