Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Total Current Assets,95281.5,99812,103450,101720,116600,119140,123210,142170,155220,169980,213240,HINDUNILVR
"Gross Property, Plant & Equipment",50640.4,55396.5,38990,49260,57320,62940,79940,102520,114770,128330,144010,HINDUNILVR
Accumulated Depreciation,-20582,-23055.5,-3260,-7290,-11910,-16960,-24370,-33910,-39950,-47520,-53450,HINDUNILVR
"Net Property, Plant & Equipment",30058.4,32341,35730,41970,45410,45980,55570,68610,74820,80810,90560,HINDUNILVR
Long-term Investments,3607.4,3239,320,70,30,30,30,20,30,720,1030,HINDUNILVR
Goodwill,811.8,811.8,810,810,810,1170,1170,173970,173970,174660,174660,HINDUNILVR
Other Intangibles,318.2,220.3,120,3700,3670,4060,4020,279300,279070,282630,282470,HINDUNILVR
Loans Receivable Long-Term,458.3,476.8,,1680,1840,2150,2380,1110,1150,980,1020,HINDUNILVR
"Deferred Tax Assets, LT",1797.7,1997.9,1680,1700,3020,3730,2840,170,110,100,100,HINDUNILVR
Other Long-Term Assets,5207.8,5400.2,5830,5410,7240,10030,12310,22220,20800,20990,21910,HINDUNILVR
Total Assets,137541.1,144299,147940,157060,178620,186290,201530,687570,705170,730870,784990,HINDUNILVR
LIABILITIES,,,,,,,,,,,,HINDUNILVR
Accounts Payable,58248.6,55063.1,56850,61860,71700,72060,75350,90460,93270,98590,105630,HINDUNILVR
Accrued Exp.,6133.3,7573.5,6380,6270,6850,5570,5560,8570,8710,9970,12000,HINDUNILVR
Short-term Borrowings,,,40,40,,990,,,,980,130,HINDUNILVR
Curr. Port. of LT Debt,371.4,360.4,1770,2770,,,,,,,,HINDUNILVR
Curr. Port. of Leases,,,,,,,2360,2780,3020,3140,3650,HINDUNILVR
Curr. Income Taxes Payable,3696.1,5039.7,,,,,,,,,,HINDUNILVR
Other Current Liabilities,20717,23979.9,5630,6200,10320,8050,9900,9220,7800,7600,7350,HINDUNILVR
Total Current Liabilities,89166.4,92016.6,70670,77140,88870,86670,93170,111030,112800,120280,128760,HINDUNILVR
Long-Term Debt,84.4,70,,,,,,,,,,HINDUNILVR
Long-Term Leases,,,,,,,6060,7310,7410,8070,11060,HINDUNILVR
Pension & Other Post-Retire. Benefits,5229.8,5246.8,2030,1060,1010,1180,1550,2210,3520,3470,3740,HINDUNILVR
"Def. Tax Liability, Non-Curr.",2.2,3.7,10,,,,,59880,61410,64210,65570,HINDUNILVR
Other Non-Current Liabilities,7462.6,6439.1,9300,11200,15730,19590,18290,30200,29160,29620,61630,HINDUNILVR
Total Liabilities,101945.4,103776.2,82010,89400,105610,107440,119070,210630,214300,225650,270760,HINDUNILVR
Common Stock,2162.7,2163.5,2160,2160,2160,2160,2160,2350,2350,2350,2350,HINDUNILVR
Additional Paid In Capital,597.5,811.5,980,1160,1270,1420,1530,403500,403520,403500,403480,HINDUNILVR
Retained Earnings,31985.3,36612.9,61650,63470,68820,74620,78120,69940,83850,96580,105570,HINDUNILVR
Treasury Stock,,,,,,,,,,,,HINDUNILVR
Comprehensive Inc. and Other,627.4,686.9,940,650,560,470,480,950,890,610,780,HINDUNILVR
Total Common Equity,35372.9,40274.8,65730,67440,72810,78670,82290,476740,490610,503040,512180,HINDUNILVR
Minority Interest,222.8,248,200,220,200,180,170,200,260,2180,2050,HINDUNILVR
Total Equity,35595.7,40522.8,65930,67660,73010,78850,82460,476940,490870,505220,514230,HINDUNILVR
Total Liabilities And Equity,137541.1,144299,147940,157060,178620,186290,201530,687570,705170,730870,784990,HINDUNILVR
Supplemental Items,,,,,,,,,,,,HINDUNILVR
Total Shares Out. on Filing Date,2162.6,2163.5,2163.9,2164.3,2164.5,2164.7,2164.8,2349.6,2349.6,2349.6,2349.6,HINDUNILVR
Total Shares Out. on Balance Sheet Date,2162.6,2163.5,2163.9,2164.3,2164.5,2164.7,2164.8,2349.6,2349.6,2349.6,2349.6,HINDUNILVR
Book Value/Share,16.4,18.6,30.4,31.2,33.6,36.3,38,202.9,208.8,214.1,218,HINDUNILVR
Tangible Book Value,34242.9,39242.7,64800,62930,68330,73440,77100,23470,37570,45750,55050,HINDUNILVR
Tangible Book Value/Share,15.8,18.1,29.9,29.1,31.6,33.9,35.6,10,16,19.5,23.4,HINDUNILVR
Total Debt,455.8,430.4,1810,2810,0,990,8420,10090,10430,12190,14840,HINDUNILVR
Net Debt,-49284,-53476.3,-53880,-52190,-62160,-62190,-59300,-59610,-60990,-60460,-104050,HINDUNILVR
Debt Equiv. of Unfunded Proj. Benefit Obligation,3034.9,3734.1,1110,170,740,300,490,590,590,610,920,HINDUNILVR
Debt Equivalent Oper. Leases,16692.8,17601.6,20640,21520,22960,25200,8800,8320,6560,6320,6480,HINDUNILVR
Total Minority Interest,222.8,248,200,220,200,180,170,200,260,2180,2050,HINDUNILVR
Equity Method Investments,,,,,,,,,,690,650,HINDUNILVR
Inventory Method,,,,,,,,,,,,HINDUNILVR
Raw Materials Inventory,10996.8,10279,10290,9700,8960,9610,10430,14320,19080,19690,17260,HINDUNILVR
Work in Progress Inventory,3379.3,3181.9,3760,2290,2630,2660,2640,4420,4210,3990,5690,HINDUNILVR
Finished Goods Inventory,13892.1,13998.2,12510,12680,12850,12700,13800,16070,16500,17470,15880,HINDUNILVR
Other Inventory Accounts,1130.1,1028.8,700,740,690,770,800,980,1170,1360,1390,HINDUNILVR
Land,1327.7,1019.2,880,890,870,590,590,4770,4770,4760,4760,HINDUNILVR
Buildings,11328.2,11727,9300,12100,13430,15270,16330,20480,21190,24780,27700,HINDUNILVR
Machinery,33831.7,35751.5,24100,33430,37710,42070,45090,52860,56960,65320,75370,HINDUNILVR
Construction in Progress,3649,5163,4080,2290,4610,4060,5970,7450,13130,11320,10250,HINDUNILVR
Full Time Employees,,,,,,18000,21000,21000,21000,18970,19427,HINDUNILVR
"Assets on Oper. Lease, Gross",,1218.2,630,550,700,950,750,850,1100,1770,2160,HINDUNILVR
"Assets on Oper. Lease, Accum. Depr.",,-623,-20,-40,-120,-170,-410,-430,-640,-840,-1060,HINDUNILVR
Accum. Allowance for Doubtful Accts,394.5,410.8,300,390,490,320,360,1110,1030,760,650,HINDUNILVR
Filing Date,,,,,,,,,,,,HINDUNILVR
Restatement Type,,,,,,,,,,,,HINDUNILVR
Calculation Type,,,,,,,,,,,,HINDUNILVR
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,HINDUNILVR
,,,,,,,,,,,,HINDUNILVR
Cash And Equivalents,316187.2,286581.3,445061.5,559821.6,639384.1,582360,1025108.1,1084100.2,807227.5,764888.5,1627689,ICICIBANK
Investment Securities,2072990.1,1995332.8,2107482.9,2164949.5,2747057.1,2872549.4,3463876.5,3980294.7,4162314.2,4954939.1,8271625.1,ICICIBANK
Trading Asset Securities,,,,,,,,,105347.2,178023,,ICICIBANK
Total Investments,2072990.1,1995332.8,2107482.9,2164949.5,2747057.1,2872549.4,3463876.5,3980294.7,4267661.3,5132962.1,8271625.1,ICICIBANK
Gross Loans,3964932.8,4507530,4937291.1,7153663.1,5668542.2,6469616.8,7062461.1,7918013.9,9203081.4,10838663.2,12607762,ICICIBANK
Allowance For Loan Losses,-91515,-122629,,-2000490,,,,,,,,ICICIBANK
Net Loans,3873417.8,4384901,4937291.1,5153173.1,5668542.2,6469616.8,7062461.1,7918013.9,9203081.4,10838663.2,12607762,ICICIBANK
"Gross Property, Plant & Equipment",116030.5,124335.9,157517,168837.5,177274.9,181318.8,197158.9,210654.8,211021.5,223245.5,,ICICIBANK
Accumulated Depreciation,-60962.2,-65623.8,-70382.4,-75457.9,-82624.9,-84714.6,-93072.4,-102562.2,-104967.4,-113555.4,,ICICIBANK
"Net Property, Plant & Equipment",55068.3,58712.1,87134.6,93379.6,94650.1,96604.2,104086.6,108092.6,106054.1,109690,132402.8,ICICIBANK
Goodwill,1432.3,1257,1257,1126.2,1117.5,1097,1097,1076.7,1013.3,1013.3,24741.6,ICICIBANK
Accrued Interest Receivable,58486.7,71772,77458,72634.7,89296.1,98043.7,111770,110626,108389.9,151100.6,,ICICIBANK
Other Receivables,,,,,3988.7,,,,,,,ICICIBANK
Restricted Cash,166395.1,189790.4,205298.2,245087.1,250607.2,291549,253421.1,391605.1,1024032.3,599676.4,,ICICIBANK
Other Current Assets,58845.8,51193.1,48861.7,76781.7,84680.4,119094.5,105264.1,78272.9,66342.3,75265.3,,ICICIBANK
"Deferred Tax Assets, LT",9297.8,16134.8,49611.9,56128,78183,109372.9,88070.3,93350.2,79484.8,76194.4,,ICICIBANK
Other Real Estate Owned And Foreclosed,850.9,875.5,18158.9,25527.5,19748.6,10040.2,,,,,,ICICIBANK
Other Long-Term Assets,864651.8,1204241.8,1209946.2,1408637.6,1565555.5,1737611.1,1557767.5,1972690.1,1863086.8,1835451.1,976409.8,ICICIBANK
Total Assets,7477623.8,8260791.7,9187562,9857246.5,11242810.4,12387938.9,13772922.3,15738122.4,17526373.8,19584905,23640630.3,ICICIBANK
LIABILITIES,,,,,,,,,,,,ICICIBANK
Accounts Payable,150222.2,133345.5,164490.6,230150.4,279328.2,336952.9,350493.4,368178,206506.3,242830.6,,ICICIBANK
Interest Bearing Deposits,1942849.7,2213154,3907384.8,4357973,4944306.9,5845119.2,6957959,8206560.5,9279471,10449993.3,14435799.5,ICICIBANK
Institutional Deposits,1208630.7,1141801.8,,,,,,,,,,ICICIBANK
Non-Interest Bearing Deposits,443646.4,504596.7,603389.2,767899.6,913654.3,968050.2,1049885.6,1392839.7,1634187,1658328.3,,ICICIBANK
Total Deposits,3595126.8,3859552.5,4510773.9,5125872.6,5857961.1,6813169.4,8007844.6,9599400.2,10913657.9,12108321.5,14435799.5,ICICIBANK
Short-term Borrowings,10324.5,14671.2,8701.7,12071.2,12901.5,19095.3,32372.2,42187.9,90353.1,98022.8,,ICICIBANK
Curr. Port. of Leases,,,,,,,60.4,143.7,176.7,201.3,,ICICIBANK
Long-Term Debt,1825096.1,2097848.8,2195074.9,1870796.4,2281116.8,2084145.9,2106145.6,1396811.5,1638592.7,1976360,2074280,ICICIBANK
Long-Term Leases,,,,,,,267.2,749.5,718.1,527.2,,ICICIBANK
Curr. Income Taxes Payable,3057,3710.6,3786.8,788.9,381.8,128.3,,,,,,ICICIBANK
Accrued Interest Payable,41744.8,43756.8,35086.7,35012,35896.5,36648.1,30710.5,24830.2,27524.2,33390.1,,ICICIBANK
Other Current Liabilities,78721.8,84171,78792.6,84839.6,74047.2,86909.4,64581.8,131743.5,135104.2,139265.1,,ICICIBANK
Other Non-Current Liabilities,988924.3,1151631.7,1216191.2,1402742.3,1534798.4,1802550.2,1882898.3,2502319.6,2633406.8,2774140.9,4430228.2,ICICIBANK
Total Liabilities,6693217.6,7388688.1,8212898.4,8762273.4,10076431.6,11179599.5,12475374.1,14066364,15646040,17373059.6,20940307.7,ICICIBANK
Common Stock,11548.3,11594.5,11629.5,11649,12856,12892.5,12945.5,13832,13897.5,13965.6,14046.8,ICICIBANK
Additional Paid In Capital,315537.8,319054.7,321993.5,323932,326802.5,330333.2,335899.4,489694.7,497645.1,507229.5,,ICICIBANK
Retained Earnings,387781.5,467597.3,509680.9,558290.2,588731.8,618555.2,695461.8,889385.9,1108467.5,1415690.7,,ICICIBANK
Treasury Stock,,,,,,,,,,,,ICICIBANK
Comprehensive Inc. and Other,49431,48799,97803.2,152448.8,177906.7,180753.2,185293.8,182962.4,200514.8,208092,2547391.6,ICICIBANK
Total Common Equity,764298.5,847045.4,941107.1,1046320,1106297,1142534.1,1229600.6,1575875,1820524.9,2144977.9,2561438.4,ICICIBANK
Minority Interest,20107.6,25058.1,33556.4,48653.1,60081.9,65805.4,67947.7,95883.4,59808.9,66867.5,138884.2,ICICIBANK
Total Equity,784406.2,872103.6,974663.6,1094973.1,1166378.8,1208339.4,1297548.3,1671758.4,1880333.8,2211845.4,2700322.6,ICICIBANK
Total Liabilities And Equity,7477623.8,8260791.7,9187562,9857246.5,11242810.4,12387938.9,13772922.3,15738122.4,17526373.8,19584905,23640630.3,ICICIBANK
Supplemental Items,,,,,,,,,,,,ICICIBANK
Total Shares Out. on Filing Date,6351.4,6377,6396.2,6406.9,6428,6446.2,6472.8,6916,6956.4,6997,7023.4,ICICIBANK
Total Shares Out. on Balance Sheet Date,6351.4,6377,6396.2,6406.9,6428,6446.2,6472.8,6916,6948.8,6982.8,7023.4,ICICIBANK
Book Value/Share,120.3,132.8,147.1,163.3,172.1,177.2,190,227.9,262,307.2,364.7,ICICIBANK
Book Value/Share (Reported),118.6,130.1,,,,,,,,,,ICICIBANK
Tangible Book Value,762866.2,845788.4,939850.1,1045193.8,1105179.5,1141437.1,1228503.6,1574798.3,1819511.6,2143964.6,2536696.8,ICICIBANK
Tangible Book Value/Share,120.1,132.6,146.9,163.1,171.9,177.1,189.8,227.7,261.8,307,361.2,ICICIBANK
Average Assets,7037002,7689402,8474703,9339862,,,12608542,14576257,15944038,18228389,,ICICIBANK
Average Loans,3589293,4049280,4672596,4996376,,5351930,6709127,7163010,8319097,10016820,,ICICIBANK
Total Debt,1835420.7,2112520,2203776.6,1882867.6,2294018.3,2103241.2,2138845.4,1439892.6,1729840.6,2075111.3,2074280,ICICIBANK
Cash Deposits Int. Bearing,164037.4,66696.4,240924.5,376853.3,352901.2,325997.4,782677.3,690926.1,894774.2,483756.5,728258.8,ICICIBANK
Debt Equiv. of Unfunded Proj. Benefit Obligation,1699.4,3504,2028.2,528,-38.1,2306.2,5049,-483.7,-1025.5,2074.1,,ICICIBANK
Net Debt,1519233.5,1825938.8,1758715.1,1323046,1654634.1,1520881.2,1113737.3,355792.4,817265.8,1132199.8,446591,ICICIBANK
Equity Method Investments,1443.5,4590.5,3696.1,3813.9,5039.1,7456.6,7138.5,6725.8,20040.6,20040.6,,ICICIBANK
Full Time Employees,94204,90486,97132,107971,112360,117340,131232,98750,130542,157799,,ICICIBANK
Number of Branches,,,,,,,,,,,6523,ICICIBANK
"Assets on Oper. Lease, Gross",17299.5,17299.5,17299.5,16904.6,16714.6,16714.6,17054,17735.2,17890.7,17902.4,,ICICIBANK
"Assets on Oper. Lease, Accum. Depr.",-14965.9,-14973.2,-14884.9,-14490,-14300,-14300,-14314.3,-14448.2,-14636.1,-14835.7,,ICICIBANK
Filing Date,,,,,,,,,,,,ICICIBANK
Restatement Type,,,,,,,,,,,,ICICIBANK
Calculation Type,,,,,,,,,,,,ICICIBANK
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,ICICIBANK
,,,,,,,,,,,,ICICIBANK
Cash And Equivalents,28522.8,74152,63303.6,120150.3,33226.7,57867,37798.8,400875,97132.3,150412.4,369074.1,INDUSINDBK
Investment Securities,213560.3,244718,336523.4,364286,498039.5,581628.2,588472.4,675765.2,709298.9,830756.8,1064864.9,INDUSINDBK
Total Investments,213560.3,244718,336523.4,364286,498039.5,581628.2,588472.4,675765.2,709298.9,830756.8,1064864.9,INDUSINDBK
Gross Loans,551018.4,687882,884193.4,1130805.1,1449536.6,1863935,2067831.6,2125954.1,2390515.3,2899236.8,3432982.7,INDUSINDBK
Net Loans,551018.4,687882,884193.4,1130805.1,1449536.6,1863935,2067831.6,2125954.1,2390515.3,2899236.8,3432982.7,INDUSINDBK
"Gross Property, Plant & Equipment",16561.3,19086.9,20931.3,23503.9,25461.8,31184.5,35555.7,38536.8,42069.6,46581.5,,INDUSINDBK
Accumulated Depreciation,-6396.8,-7511.1,-8378,-10151.6,-12074.3,-14084.4,-16847,-19779.4,-22782.1,-25792.3,,INDUSINDBK
"Net Property, Plant & Equipment",10164.5,11575.8,12553.2,13352.3,13387.5,17100.1,18708.8,18757.4,19287.5,20789.3,23240.2,INDUSINDBK
Accrued Interest Receivable,6293.1,7338.7,9626.1,9174.2,13777,17486.7,26416.5,20136.1,20165.9,23949.9,,INDUSINDBK
Restricted Cash,39171.6,33639.4,37815.1,66132.3,98932,89967,122742.2,165223.9,588714.8,417355.2,,INDUSINDBK
Other Current Assets,2654.9,3920.6,4569.8,6866.9,8190.9,12408.9,15754,8738.4,12642.9,2395.5,,INDUSINDBK
"Deferred Tax Assets, LT",2551.4,2908.3,3338.9,5637.5,6473.2,10323.2,12405,20107.1,22322.5,21394.3,,INDUSINDBK
Other Real Estate Owned And Foreclosed,,412,455.3,296.9,3722,3688.8,3653.5,4141,639.7,639.7,,INDUSINDBK
Other Long-Term Assets,16322.4,24612.4,76603.1,69797.5,90992.3,123802.1,178503.2,189334.7,158953.9,211436.4,260777.8,INDUSINDBK
Total Assets,870259.3,1091159.2,1428982,1786499,2216277.8,2778207,3072286,3629033,4019673.8,4578366.3,5150939.7,INDUSINDBK
LIABILITIES,,,,,,,,,,,,INDUSINDBK
Interest Bearing Deposits,507266.2,617783.4,775223.3,1069634.1,1307981.9,1652834.3,1735998,2201448.2,2568424,2855202.2,3845856.7,INDUSINDBK
Non-Interest Bearing Deposits,97756.6,123560.2,154780.2,196088.1,208409.9,295844.8,284271.9,357252.9,365070.7,505999.7,,INDUSINDBK
Total Deposits,605022.9,741343.6,930003.5,1265722.2,1516391.7,1948679.1,2020269.9,2558701,2933494.7,3361201.9,3845856.7,INDUSINDBK
Curr. Port. of LT Debt,91825,124492.5,170067.2,123782.2,162943.6,249200.2,357269.3,226718.5,165861.9,199213,,INDUSINDBK
Long-Term Debt,55794.6,81688.1,79891.4,100754.7,219947.2,224011,250266.2,286509.6,307370.3,290899.3,476114.1,INDUSINDBK
Accrued Interest Payable,5330,4528.3,7891.9,9476.1,7882,11843.7,12766,14508.1,13110.2,18302.9,,INDUSINDBK
Other Current Liabilities,5262.6,6100.7,8422.8,6003.5,6676.6,5736.6,4769,6617.9,8442.4,11445.7,,INDUSINDBK
Other Non-Current Liabilities,16594.7,26560.6,55733.3,74284.1,64004.1,71864,79465.3,100971.4,111130.4,147257.3,196893.3,INDUSINDBK
Total Liabilities,779829.7,984713.8,1252010.2,1580022.9,1977845.2,2511334.5,2724805.7,3194026.5,3539409.9,4028320.2,4518864.1,INDUSINDBK
Common Stock,5254.5,5294.5,5949.9,5981.5,6002.2,6026.9,6935.4,7733.7,7746.6,7759,7783.2,INDUSINDBK
Additional Paid In Capital,41503.6,42119.3,92741.1,93694.2,94711.5,95729.2,124260.9,183592.4,184440.2,185285,,INDUSINDBK
Retained Earnings,38104.5,52995.6,72218.1,100439.9,131387.3,158742.3,201306.5,234171.5,277643.6,345447.6,,INDUSINDBK
Treasury Stock,,,,,,,,,,,,INDUSINDBK
Comprehensive Inc. and Other,5567.1,6035.9,6062.8,6360.5,6331.5,6374.1,14977.5,9508.9,10433.4,11554.6,624292.4,INDUSINDBK
Total Common Equity,90429.6,106445.3,176971.8,206476,238432.6,266872.5,347480.3,435006.5,480263.8,550046.1,632075.6,INDUSINDBK
Total Equity,90429.6,106445.3,176971.8,206476,238432.6,266872.5,347480.3,435006.5,480263.8,550046.1,632075.6,INDUSINDBK
Total Liabilities And Equity,870259.3,1091159.2,1428982,1786499,2216277.8,2778207,3072286,3629033,4019673.8,4578366.3,5150939.7,INDUSINDBK
Supplemental Items,,,,,,,,,,,,INDUSINDBK
Total Shares Out. on Filing Date,525.4,529.5,595,598.1,600.2,602.7,693.5,773.4,774.7,775.9,778.1,INDUSINDBK
Total Shares Out. on Balance Sheet Date,525.4,529.5,595,598.1,600.2,602.7,693.5,773.4,774.7,775.9,778.1,INDUSINDBK
Book Value/Share,172.1,201,297.4,345.2,397.2,442.8,501,562.5,620,708.9,812.3,INDUSINDBK
Book Value/Share (Reported),164.6,189.4,289.4,338.9,391.2,437.4,495.6,546.4,611.3,698.6,,INDUSINDBK
Tangible Book Value,90429.6,106445.3,176971.8,206476,238432.6,266872.5,347480.3,435006.5,480263.8,550046.1,632075.6,INDUSINDBK
Tangible Book Value/Share,172.1,201,297.4,345.2,397.2,442.8,501,562.5,620,708.9,812.3,INDUSINDBK
Average Assets,,,,,,,,,,,,INDUSINDBK
Average Loans,,,,,,,,,,,,INDUSINDBK
Total Debt,147619.6,206180.6,249958.6,224536.9,382890.8,473211.2,607535.5,513228.1,473232.2,490112.3,476114.1,INDUSINDBK
Cash Deposits Int. Bearing,18894.1,59218,43846.3,100879,11412.3,27846.1,11669.6,348728.3,486688.4,365638.2,183468.9,INDUSINDBK
Debt Equiv. of Unfunded Proj. Benefit Obligation,0,-32,-36.7,-62.2,-40.4,-64.5,101.6,111.5,182,365.3,,INDUSINDBK
Net Debt,69754.1,45208.3,186655,104386.7,349664,415344.2,569736.7,112353.1,376100,339700,107040,INDUSINDBK
Equity Method Investments,,,12.1,14.9,16.2,18.9,22,24.3,28.2,31.9,,INDUSINDBK
Full Time Employees,13944,17304,20725,23541,25284,27739,30674,29661,33582,38179,,INDUSINDBK
Number of Branches,602,801,1000,1200,1400,1665,1911,2015,2265,2606,,INDUSINDBK
Filing Date,,,,,,,,,,,,INDUSINDBK
Restatement Type,,,,,,,,,,,,INDUSINDBK
Calculation Type,,,,,,,,,,,,INDUSINDBK
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,INDUSINDBK
,,,,,,,,,,,,INDUSINDBK
Cash And Equivalents,4331,4859,4935,3489,3041,2829,2465,3380,2305,1481,1773,INFY
Short Term Investments,510,140,11,1538,982,958,615,320,880,841,1548,INFY
Total Cash & ST Investments,4841,4999,4946,5027,4023,3787,3080,3700,3185,2322,3321,INFY
Accounts Receivable,1863,2009,2167,2462,2670,2921,3384,3669,4522,4955,5151,INFY
Other Receivables,3,63,106,89,117,192,63,85,55,60,831,INFY
Notes Receivable,35,35,46,42,37,35,32,22,33,35,30,INFY
Total Receivables,1901,2107,2319,2593,2824,3148,3479,3776,4610,5050,6012,INFY
Inventory,15,13,17,20,18,16,19,19,25,25,43,INFY
Prepaid Exp.,19,16,30,68,72,108,128,159,263,334,399,INFY
Other Current Assets,404,416,490,574,736,585,506,653,782,895,947,INFY
Total Current Assets,7180,7551,7802,8282,7673,7644,7212,8307,8865,8626,10722,INFY
"Gross Property, Plant & Equipment",2238,2487,2714,3130,3407,3581,4159,4583,4579,4550,4535,INFY
Accumulated Depreciation,-922,-1027,-1125,-1323,-1544,-1650,-1745,-2064,-2150,-2034,-2212,INFY
"Net Property, Plant & Equipment",1316,1460,1589,1807,1863,1931,2414,2519,2429,2516,2323,INFY
Long-term Investments,208,230,289,995,883,670,547,1623,1801,1530,1404,INFY
Goodwill,360,495,568,563,339,512,699,832,817,882,875,INFY
Other Intangibles,57,102,149,120,38,100,251,283,225,213,167,INFY
Accounts Receivable Long-Term,,,,,,,,81,140,176,213,INFY
Loans Receivable Long-Term,6,5,4,5,6,3,3,4,5,5,4,INFY
"Deferred Tax Assets, LT",110,85,81,83,196,199,231,150,160,152,55,INFY
"Deferred Charges, LT",,,50,44,40,40,13,20,119,102,98,INFY
Other Long-Term Assets,285,687,846,955,1217,1153,890,1006,994,1110,662,INFY
Total Assets,9522,10615,11378,12854,12255,12252,12260,14825,15555,15312,16523,INFY
LIABILITIES,,,,,,,,,,,,INFY
Accounts Payable,29,22,58,57,107,239,377,362,545,470,474,INFY
Accrued Exp.,733,827,875,898,979,1086,1160,1439,1811,1749,1835,INFY
Curr. Port. of Leases,,,,,,,82,101,115,151,235,INFY
Curr. Income Taxes Payable,365,451,515,599,314,227,197,294,344,412,430,INFY
"Unearned Revenue, Current",116,172,205,279,358,410,397,554,835,872,880,INFY
Other Current Liabilities,281,348,345,328,406,731,544,514,783,1115,797,INFY
Total Current Liabilities,1524,1820,1998,2161,2164,2693,2757,3264,4433,4769,4651,INFY
Long-Term Leases,,,,,,,530,627,607,859,767,INFY
"Unearned Revenue, Non-Current",7,8,7,13,12,10,9,10,9,,,INFY
Pension & Other Post-Retire. Benefits,,,,,11,10,33,57,61,64,30,INFY
"Def. Tax Liability, Non-Curr.",11,25,39,32,82,98,128,120,153,149,216,INFY
Other Non-Current Liabilities,47,,10,11,26,41,102,245,298,247,254,INFY
Total Liabilities,1589,1853,2054,2217,2295,2852,3559,4323,5561,6088,5918,INFY
Common Stock,64,109,199,199,190,339,332,332,328,325,325,INFY
Additional Paid In Capital,704,659,570,587,247,277,305,359,337,366,425,INFY
Retained Earnings,8892,10090,11083,12190,11831,11632,11608,12995,12842,12771,14180,INFY
Treasury Stock,,,,,,,,,,,,INFY
Comprehensive Inc. and Other,-1727,-2096,-2528,-2339,-2308,-2857,-3599,-3244,-3566,-4290,-4371,INFY
Total Common Equity,7933,8762,9324,10637,9960,9391,8646,10442,9941,9172,10559,INFY
Minority Interest,,,,,,9,55,60,53,52,46,INFY
Total Equity,7933,8762,9324,10637,9960,9400,8701,10502,9994,9224,10605,INFY
Total Liabilities And Equity,9522,10615,11378,12854,12255,12252,12260,14825,15555,15312,16523,INFY
Supplemental Items,,,,,,,,,,,,INFY
Total Shares Out. on Filing Date,4571.2,4571.2,4571.2,4571.3,4346.6,4336,4240.8,4245.1,4193.1,4136.7,4140,INFY
Total Shares Out. on Balance Sheet Date,4571.2,4571.2,4571.2,4571.3,4346.6,4336,4240.8,4245.1,4193,4136.4,4140,INFY
Book Value/Share,1.7,1.9,2,2.3,2.3,2.2,2,2.5,2.4,2.2,2.6,INFY
Tangible Book Value,7516,8165,8607,9954,9583,8779,7696,9327,8899,8077,9517,INFY
Tangible Book Value/Share,1.6,1.8,1.9,2.2,2.2,2,1.8,2.2,2.1,2,2.3,INFY
Total Debt,0,0,0,0,0,0,612,728,722,1010,1002,INFY
Net Debt,-4841,-4999,-4946,-5027,-4023,-3787,-2468,-2972,-2463,-1312,-2319,INFY
Debt Equiv. of Unfunded Proj. Benefit Obligation,-2,-3,-1,-12,-3,-1.4,-15.9,1.9,12,8.5,7.9,INFY
Debt Equivalent Oper. Leases,424,408,440,584,656,664,104,88,72,,,INFY
Total Minority Interest,,,,,,9,55,60,53,52,46,INFY
Equity Method Investments,,15,16,11,,,,,,,,INFY
Inventory Method,,,,,,,,,,,,INFY
Land,190,250,244,272,292,276,174,191,188,174,171,INFY
Buildings,839,940,955,1123,1247,1291,1324,1445,1481,1407,1411,INFY
Machinery,904,1067,1229,1432,1557,1743,1890,2146,2207,2077,2081,INFY
Construction in Progress,305,230,286,303,311,271,167,145,67,55,86,INFY
Full Time Employees,160405,176000,194044,200364,204107,228123,242371,259619,,300000,317240,INFY
Accum. Allowance for Doubtful Accts,36,59,44,63,69,,,,,,,INFY
Filing Date,,,,,,,,,,,,INFY
Restatement Type,,,,,,,,,,,,INFY
Calculation Type,,,,,,,,,,,,INFY
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,INFY
,,,,,,,,,,,,INFY
Cash And Equivalents,34901.9,78962.2,60633,3330.7,1530.7,3178.1,6503.5,2904.2,2713.7,4633.5,72176.8,ITC
Short Term Investments,72355,61350.9,291.9,30097.5,31326.9,43733.6,74226,47339.5,56688.3,41801.6,129444.2,ITC
Trading Asset Securities,,,66217.8,108873.9,105690.7,133475,179483.3,148463.3,122642.8,172328.6,,ITC
Total Cash & ST Investments,107256.9,140313.1,127142.7,142302.1,138548.3,180386.7,260212.8,198707,182044.8,218763.7,201621,ITC
Accounts Receivable,24392.1,19820.7,19171.8,24742.9,26822.9,40352.8,25624.8,25017,24619,29561.7,40258.2,ITC
Other Receivables,3447.2,4054.3,5859,6147.7,8716.4,8874.8,9700.1,9156.6,12080.9,13136,,ITC
Notes Receivable,1075,1520.3,80.7,67.8,58.4,67.5,63.3,34.7,67.7,71.2,98.1,ITC
